Good/image0000.png  1  0 0 64 64
Good/image0001.png  1  0 0 64 64
Good/image0002.png  1  0 0 64 64
Good/image0003.png  1  0 0 64 64
Good/image0004.png  1  0 0 64 64
Good/image0005.png  1  0 0 64 64
Good/image0006.png  1  0 0 64 64
Good/image0007.png  1  0 0 64 64
Good/image0008.png  1  0 0 64 64
Good/image0009.png  1  0 0 64 64
Good/image0010.png  1  0 0 64 64
Good/image0011.png  1  0 0 64 64
Good/image0012.png  1  0 0 64 64
Good/image0013.png  1  0 0 64 64
Good/image0014.png  1  0 0 64 64
Good/image0015.png  1  0 0 64 64
Good/image0016.png  1  0 0 64 64
Good/image0017.png  1  0 0 64 64
Good/image0018.png  1  0 0 64 64
Good/image0019.png  1  0 0 64 64
Good/image0020.png  1  0 0 64 64
Good/image0021.png  1  0 0 64 64
Good/image0022.png  1  0 0 64 64
Good/image0023.png  1  0 0 64 64
Good/image0024.png  1  0 0 64 64
Good/image0025.png  1  0 0 64 64
Good/image0026.png  1  0 0 64 64
Good/image0027.png  1  0 0 64 64
Good/image0028.png  1  0 0 64 64
Good/image0029.png  1  0 0 64 64
Good/image0030.png  1  0 0 64 64
Good/image0031.png  1  0 0 64 64
Good/image0032.png  1  0 0 64 64
Good/image0033.png  1  0 0 64 64
Good/image0034.png  1  0 0 64 64
Good/image0035.png  1  0 0 64 64
Good/image0036.png  1  0 0 64 64
Good/image0037.png  1  0 0 64 64
Good/image0038.png  1  0 0 64 64
Good/image0039.png  1  0 0 64 64
Good/image0040.png  1  0 0 64 64
Good/image0041.png  1  0 0 64 64
Good/image0042.png  1  0 0 64 64
Good/image0043.png  1  0 0 64 64
Good/image0044.png  1  0 0 64 64
Good/image0045.png  1  0 0 64 64
Good/image0046.png  1  0 0 64 64
Good/image0047.png  1  0 0 64 64
Good/image0048.png  1  0 0 64 64
Good/image0049.png  1  0 0 64 64
Good/image0050.png  1  0 0 64 64
Good/image0051.png  1  0 0 64 64
Good/image0052.png  1  0 0 64 64
Good/image0053.png  1  0 0 64 64
Good/image0054.png  1  0 0 64 64
Good/image0055.png  1  0 0 64 64
